date,trend_tag,mention_count,post_count,avg_engagement_proxy,rolling_7d_mention_sum
2025-11-22,clean_girl_makeup,0,0,38.04,0
2025-11-23,clean_girl_makeup,0,0,39.8,0
2025-11-24,clean_girl_makeup,0,0,33.01,0
2025-11-25,clean_girl_makeup,0,0,43.8,0
2025-11-26,clean_girl_makeup,0,0,34.29,0
2025-11-27,clean_girl_makeup,0,0,42.47,0
2025-11-28,clean_girl_makeup,0,0,45.88,0
2025-11-29,clean_girl_makeup,0,0,41.81,0
2025-11-30,clean_girl_makeup,0,0,36.16,0
2025-12-01,clean_girl_makeup,0,0,42.96,0
2025-12-02,clean_girl_makeup,0,0,46.64,0
2025-12-03,clean_girl_makeup,0,0,49.54,0
2025-12-04,clean_girl_makeup,0,0,50.13,0
2025-12-05,clean_girl_makeup,0,0,39.9,0
2025-12-06,clean_girl_makeup,0,0,33.76,0
2025-12-07,clean_girl_makeup,0,0,36.33,0
2025-12-08,clean_girl_makeup,0,0,37.65,0
2025-12-09,clean_girl_makeup,0,0,33.26,0
2025-12-10,clean_girl_makeup,0,0,39.59,0
2025-12-11,clean_girl_makeup,0,0,45.48,0
2025-12-12,clean_girl_makeup,0,0,44.38,0
2025-12-13,clean_girl_makeup,0,0,38.36,0
2025-12-14,clean_girl_makeup,0,0,35.76,0
2025-12-15,clean_girl_makeup,0,0,44.85,0
2025-12-16,clean_girl_makeup,0,0,38.68,0
2025-12-17,clean_girl_makeup,0,0,45.63,0
2025-12-18,clean_girl_makeup,0,0,33.93,0
2025-12-19,clean_girl_makeup,0,0,58.56,0
2025-12-20,clean_girl_makeup,0,0,46.55,0
2025-12-21,clean_girl_makeup,0,0,41.07,0
2025-12-22,clean_girl_makeup,0,0,43.38,0
2025-12-23,clean_girl_makeup,0,0,52.58,0
2025-12-24,clean_girl_makeup,0,0,52.24,0
2025-12-25,clean_girl_makeup,0,0,47.25,0
2025-12-26,clean_girl_makeup,0,0,48.56,0
2025-12-27,clean_girl_makeup,0,0,36.22,0
2025-12-28,clean_girl_makeup,0,0,26.05,0
2025-12-29,clean_girl_makeup,0,0,43.53,0
2025-12-30,clean_girl_makeup,0,0,46.6,0
2025-12-31,clean_girl_makeup,0,0,45.39,0
2026-01-01,clean_girl_makeup,0,0,43.04,0
2026-01-02,clean_girl_makeup,0,0,47.2,0
2026-01-03,clean_girl_makeup,0,0,52.57,0
2026-01-04,clean_girl_makeup,0,0,35.0,0
2026-01-05,clean_girl_makeup,0,0,40.38,0
2026-01-06,clean_girl_makeup,0,0,38.09,0
2026-01-07,clean_girl_makeup,0,0,51.41,0
2026-01-08,clean_girl_makeup,0,0,50.32,0
2026-01-09,clean_girl_makeup,0,0,48.33,0
2026-01-10,clean_girl_makeup,0,0,34.05,0
2026-01-11,clean_girl_makeup,0,0,30.69,0
2026-01-12,clean_girl_makeup,0,0,40.25,0
2026-01-13,clean_girl_makeup,0,0,35.87,0
2026-01-14,clean_girl_makeup,0,0,37.67,0
2026-01-15,clean_girl_makeup,0,0,44.25,0
2026-01-16,clean_girl_makeup,0,0,36.46,0
2026-01-17,clean_girl_makeup,0,0,43.6,0
2026-01-18,clean_girl_makeup,0,0,37.23,0
2026-01-19,clean_girl_makeup,0,0,32.65,0
2026-01-20,clean_girl_makeup,0,0,29.11,0
2026-01-21,clean_girl_makeup,0,0,43.94,0
2026-01-22,clean_girl_makeup,0,0,58.93,0
2026-01-23,clean_girl_makeup,0,0,49.77,0
2026-01-24,clean_girl_makeup,0,0,32.98,0
2026-01-25,clean_girl_makeup,0,0,38.43,0
2026-01-26,clean_girl_makeup,0,0,33.25,0
2026-01-27,clean_girl_makeup,0,0,28.97,0
2026-01-28,clean_girl_makeup,0,0,54.46,0
2026-01-29,clean_girl_makeup,0,0,39.58,0
2026-01-30,clean_girl_makeup,0,0,41.31,0
2026-01-31,clean_girl_makeup,0,0,31.12,0
2026-02-01,clean_girl_makeup,0,0,29.11,0
2026-02-02,clean_girl_makeup,0,0,37.41,0
2026-02-03,clean_girl_makeup,0,0,26.44,0
2026-02-04,clean_girl_makeup,0,0,50.44,0
2026-02-05,clean_girl_makeup,0,0,54.15,0
2026-02-06,clean_girl_makeup,0,0,48.81,0
2026-02-07,clean_girl_makeup,0,0,47.94,0
2026-02-08,clean_girl_makeup,0,0,35.79,0
2026-02-09,clean_girl_makeup,0,0,40.27,0
2026-02-10,clean_girl_makeup,0,0,45.66,0
2026-02-11,clean_girl_makeup,0,0,45.03,0
2026-02-12,clean_girl_makeup,0,0,42.35,0
2026-02-13,clean_girl_makeup,0,0,55.19,0
2026-02-14,clean_girl_makeup,0,0,39.47,0
2026-02-15,clean_girl_makeup,0,0,41.93,0
2026-02-16,clean_girl_makeup,0,0,33.74,0
2026-02-17,clean_girl_makeup,0,0,34.48,0
2026-02-18,clean_girl_makeup,0,0,48.31,0
2026-02-19,clean_girl_makeup,0,0,47.57,0
2026-02-20,clean_girl_makeup,0,0,42.28,0
2026-02-21,clean_girl_makeup,0,0,43.37,0
2026-02-22,clean_girl_makeup,0,0,31.0,0
2026-02-23,clean_girl_makeup,0,0,34.81,0
2026-02-24,clean_girl_makeup,0,0,42.15,0
2026-02-25,clean_girl_makeup,0,0,50.96,0
2026-02-26,clean_girl_makeup,0,0,40.01,0
2026-02-27,clean_girl_makeup,0,0,31.56,0
2026-02-28,clean_girl_makeup,0,0,43.25,0
2026-03-01,clean_girl_makeup,0,0,30.42,0
2026-03-02,clean_girl_makeup,0,0,41.59,0
2026-03-03,clean_girl_makeup,0,0,37.12,0
2026-03-04,clean_girl_makeup,0,0,41.14,0
2026-03-05,clean_girl_makeup,0,0,46.04,0
2026-03-06,clean_girl_makeup,0,0,51.47,0
2026-03-07,clean_girl_makeup,0,0,45.35,0
2026-03-08,clean_girl_makeup,0,0,40.84,0
2026-03-09,clean_girl_makeup,0,0,34.63,0
2026-03-10,clean_girl_makeup,0,0,40.83,0
2026-03-11,clean_girl_makeup,0,0,50.45,0
2026-03-12,clean_girl_makeup,0,0,43.21,0
2026-03-13,clean_girl_makeup,0,0,48.3,0
2026-03-14,clean_girl_makeup,0,0,33.11,0
2026-03-15,clean_girl_makeup,0,0,32.88,0
2026-03-16,clean_girl_makeup,0,0,36.33,0
2026-03-17,clean_girl_makeup,0,0,40.69,0
2026-03-18,clean_girl_makeup,0,0,57.92,0
2026-03-19,clean_girl_makeup,0,0,36.75,0
2026-03-20,clean_girl_makeup,0,0,30.57,0
2026-03-21,clean_girl_makeup,0,0,41.73,0
2026-03-22,clean_girl_makeup,0,0,26.23,0
2026-03-23,clean_girl_makeup,0,0,32.43,0
2026-03-24,clean_girl_makeup,0,0,40.26,0
2026-03-25,clean_girl_makeup,0,0,52.06,0
2026-03-26,clean_girl_makeup,0,0,40.96,0
2026-03-27,clean_girl_makeup,0,0,46.64,0
2026-03-28,clean_girl_makeup,0,0,41.86,0
2026-03-29,clean_girl_makeup,0,0,42.48,0
2026-03-30,clean_girl_makeup,0,0,31.52,0
2026-03-31,clean_girl_makeup,0,0,45.36,0
2026-04-01,clean_girl_makeup,0,0,37.83,0
2026-04-02,clean_girl_makeup,0,0,55.52,0
2026-04-03,clean_girl_makeup,0,0,47.08,0
2026-04-04,clean_girl_makeup,0,0,47.23,0
2026-04-05,clean_girl_makeup,0,0,30.99,0
2026-04-06,clean_girl_makeup,0,0,29.68,0
2026-04-07,clean_girl_makeup,0,0,35.95,0
2026-04-08,clean_girl_makeup,0,0,53.73,0
2024-04-09,euphoria_glitter_liner,4,2,55.9,4
2024-04-10,euphoria_glitter_liner,5,2,56.54,9
2024-04-11,euphoria_glitter_liner,3,1,44.66,12
2024-04-12,euphoria_glitter_liner,2,1,37.72,14
2024-04-13,euphoria_glitter_liner,1,0,35.2,15
2024-04-14,euphoria_glitter_liner,2,0,44.08,17
2024-04-15,euphoria_glitter_liner,3,2,43.07,20
2024-04-16,euphoria_glitter_liner,4,1,49.93,20
2024-04-17,euphoria_glitter_liner,2,0,46.46,17
2024-04-18,euphoria_glitter_liner,2,0,61.72,16
2024-04-19,euphoria_glitter_liner,2,0,55.96,16
2024-04-20,euphoria_glitter_liner,2,1,44.06,17
2024-04-21,euphoria_glitter_liner,3,1,39.6,18
2024-04-22,euphoria_glitter_liner,3,2,43.2,18
2024-04-23,euphoria_glitter_liner,2,0,38.41,16
2024-04-24,euphoria_glitter_liner,1,0,49.26,15
2024-04-25,euphoria_glitter_liner,0,0,57.57,13
2024-04-26,euphoria_glitter_liner,3,1,42.87,14
2024-04-27,euphoria_glitter_liner,0,0,43.78,12
2024-04-28,euphoria_glitter_liner,1,0,44.34,10
2024-04-29,euphoria_glitter_liner,2,1,37.99,9
2024-04-30,euphoria_glitter_liner,1,0,35.63,8
2024-05-01,euphoria_glitter_liner,3,0,43.5,10
2024-05-02,euphoria_glitter_liner,0,0,46.18,10
2024-05-03,euphoria_glitter_liner,0,0,53.22,7
2024-05-04,euphoria_glitter_liner,2,1,45.42,9
2024-05-05,euphoria_glitter_liner,2,0,45.35,10
2024-05-06,euphoria_glitter_liner,1,0,47.79,9
2024-05-07,euphoria_glitter_liner,1,1,52.5,9
2024-05-08,euphoria_glitter_liner,0,0,41.49,6
2024-05-09,euphoria_glitter_liner,0,0,50.03,6
2024-05-10,euphoria_glitter_liner,0,0,43.9,6
2024-05-11,euphoria_glitter_liner,2,0,41.38,6
2024-05-12,euphoria_glitter_liner,0,0,35.57,4
2024-05-13,euphoria_glitter_liner,1,1,41.03,4
2024-05-14,euphoria_glitter_liner,1,1,44.17,4
2024-05-15,euphoria_glitter_liner,0,0,61.02,4
2024-05-16,euphoria_glitter_liner,0,0,49.75,4
2024-05-17,euphoria_glitter_liner,0,0,45.48,4
2024-05-18,euphoria_glitter_liner,0,0,34.81,2
2024-05-19,euphoria_glitter_liner,0,0,37.77,2
2024-05-20,euphoria_glitter_liner,0,0,31.12,1
2024-05-21,euphoria_glitter_liner,0,0,46.91,0
2024-05-22,euphoria_glitter_liner,0,0,39.78,0
2024-05-23,euphoria_glitter_liner,0,0,48.23,0
2024-05-24,euphoria_glitter_liner,0,0,52.74,0
2024-05-25,euphoria_glitter_liner,0,0,48.53,0
2024-05-26,euphoria_glitter_liner,0,0,40.03,0
2024-05-27,euphoria_glitter_liner,1,0,30.54,1
2024-05-28,euphoria_glitter_liner,0,0,53.67,1
2024-05-29,euphoria_glitter_liner,1,0,36.19,2
2024-05-30,euphoria_glitter_liner,0,0,44.77,2
2024-05-31,euphoria_glitter_liner,1,0,46.9,3
2024-06-01,euphoria_glitter_liner,0,0,42.41,3
2024-06-02,euphoria_glitter_liner,0,0,36.26,3
2024-06-03,euphoria_glitter_liner,0,0,37.24,2
2024-06-04,euphoria_glitter_liner,0,0,35.5,2
2024-06-05,euphoria_glitter_liner,1,0,50.86,2
2024-06-06,euphoria_glitter_liner,0,0,47.0,2
2024-06-07,euphoria_glitter_liner,1,0,45.03,2
2024-06-08,euphoria_glitter_liner,0,0,37.95,2
2024-06-09,euphoria_glitter_liner,0,0,49.43,2
2024-06-10,euphoria_glitter_liner,0,0,52.64,2
2024-06-11,euphoria_glitter_liner,0,0,44.7,2
2024-06-12,euphoria_glitter_liner,1,0,43.7,2
2024-06-13,euphoria_glitter_liner,0,0,52.31,2
2024-06-14,euphoria_glitter_liner,0,0,45.58,1
2024-06-15,euphoria_glitter_liner,0,0,34.96,1
2024-06-16,euphoria_glitter_liner,0,0,44.55,1
2024-06-17,euphoria_glitter_liner,1,0,33.26,2
2024-06-18,euphoria_glitter_liner,0,0,36.13,2
2024-06-19,euphoria_glitter_liner,0,0,42.04,1
2024-06-20,euphoria_glitter_liner,1,1,40.64,2
2024-06-21,euphoria_glitter_liner,0,0,47.9,2
2024-06-22,euphoria_glitter_liner,0,0,44.75,2
2024-06-23,euphoria_glitter_liner,1,1,26.69,3
2024-06-24,euphoria_glitter_liner,2,1,41.89,4
2024-06-25,euphoria_glitter_liner,1,1,48.52,5
2024-06-26,euphoria_glitter_liner,1,0,47.28,6
2024-06-27,euphoria_glitter_liner,1,1,62.22,6
2024-06-28,euphoria_glitter_liner,0,0,41.21,6
2024-06-29,euphoria_glitter_liner,1,0,34.52,7
2024-06-30,euphoria_glitter_liner,3,1,35.92,9
2024-07-01,euphoria_glitter_liner,2,1,41.47,9
2024-07-02,euphoria_glitter_liner,0,0,33.56,8
2024-07-03,euphoria_glitter_liner,2,0,38.74,9
2024-07-04,euphoria_glitter_liner,1,1,45.51,9
2024-07-05,euphoria_glitter_liner,1,1,37.47,10
2024-07-06,euphoria_glitter_liner,1,0,42.49,10
2024-07-07,euphoria_glitter_liner,2,1,44.6,9
2024-07-08,euphoria_glitter_liner,2,0,36.94,9
2024-07-09,euphoria_glitter_liner,2,1,42.81,11
2024-07-10,euphoria_glitter_liner,1,0,58.68,10
2024-07-11,euphoria_glitter_liner,0,0,51.85,9
2024-07-12,euphoria_glitter_liner,0,0,51.78,8
2024-07-13,euphoria_glitter_liner,1,1,49.58,8
2024-07-14,euphoria_glitter_liner,2,0,33.95,8
2024-07-15,euphoria_glitter_liner,3,2,39.35,9
2024-07-16,euphoria_glitter_liner,2,0,36.86,9
2024-07-17,euphoria_glitter_liner,2,1,55.21,10
2024-07-18,euphoria_glitter_liner,0,0,41.98,10
2024-07-19,euphoria_glitter_liner,1,0,41.65,11
2024-07-20,euphoria_glitter_liner,0,0,42.0,10
2024-07-21,euphoria_glitter_liner,1,0,36.16,9
2024-07-22,euphoria_glitter_liner,1,1,40.65,7
2024-07-23,euphoria_glitter_liner,2,0,30.25,7
2024-07-24,euphoria_glitter_liner,1,1,39.45,6
2024-07-25,euphoria_glitter_liner,1,0,60.34,7
2024-07-26,euphoria_glitter_liner,2,1,48.88,8
2024-07-27,euphoria_glitter_liner,1,0,41.27,9
2024-07-28,euphoria_glitter_liner,1,0,38.39,9
2024-07-29,euphoria_glitter_liner,2,1,43.79,10
2024-07-30,euphoria_glitter_liner,1,1,47.13,9
2024-07-31,euphoria_glitter_liner,1,0,40.92,9
2024-08-01,euphoria_glitter_liner,0,0,44.97,8
2024-08-02,euphoria_glitter_liner,1,0,61.48,7
2024-08-03,euphoria_glitter_liner,0,0,49.33,6
2024-08-04,euphoria_glitter_liner,0,0,39.08,5
2024-08-05,euphoria_glitter_liner,0,0,37.82,3
2024-08-06,euphoria_glitter_liner,0,0,54.54,2
2024-08-07,euphoria_glitter_liner,1,0,45.96,2
2024-08-08,euphoria_glitter_liner,1,0,39.26,3
2024-08-09,euphoria_glitter_liner,0,0,31.28,2
2024-08-10,euphoria_glitter_liner,0,0,35.15,2
2024-08-11,euphoria_glitter_liner,0,0,37.28,2
2024-08-12,euphoria_glitter_liner,2,1,46.67,4
2024-08-13,euphoria_glitter_liner,0,0,48.62,4
2024-08-14,euphoria_glitter_liner,0,0,39.74,3
2024-08-15,euphoria_glitter_liner,2,0,41.21,4
2024-08-16,euphoria_glitter_liner,0,0,34.81,4
2024-08-17,euphoria_glitter_liner,0,0,42.53,4
2024-08-18,euphoria_glitter_liner,1,1,27.18,5
2024-08-19,euphoria_glitter_liner,1,0,44.39,4
2024-08-20,euphoria_glitter_liner,0,0,33.3,4
2024-08-21,euphoria_glitter_liner,0,0,52.66,4
2024-08-22,euphoria_glitter_liner,0,0,46.39,2
2024-08-23,euphoria_glitter_liner,0,0,39.13,2
2024-08-24,euphoria_glitter_liner,0,0,36.49,2
2024-08-25,euphoria_glitter_liner,0,0,34.01,1
2024-08-26,euphoria_glitter_liner,0,0,29.76,0
2024-08-27,euphoria_glitter_liner,0,0,40.06,0
2024-08-28,euphoria_glitter_liner,0,0,45.31,0
2024-08-29,euphoria_glitter_liner,0,0,50.86,0
2024-08-30,euphoria_glitter_liner,0,0,44.05,0
2024-08-31,euphoria_glitter_liner,0,0,39.6,0
2024-09-01,euphoria_glitter_liner,0,0,37.19,0
2024-09-02,euphoria_glitter_liner,0,0,42.42,0
2024-09-03,euphoria_glitter_liner,0,0,47.4,0
2024-09-04,euphoria_glitter_liner,0,0,46.52,0
2024-09-05,euphoria_glitter_liner,1,0,50.72,1
2024-09-06,euphoria_glitter_liner,0,0,34.15,1
2024-09-07,euphoria_glitter_liner,0,0,45.95,1
2024-09-08,euphoria_glitter_liner,1,0,46.06,2
2024-09-09,euphoria_glitter_liner,0,0,43.45,2
2024-09-10,euphoria_glitter_liner,1,0,41.88,3
2024-09-11,euphoria_glitter_liner,2,0,43.88,5
2024-09-12,euphoria_glitter_liner,1,0,60.02,5
2024-09-13,euphoria_glitter_liner,1,0,43.49,6
2024-09-14,euphoria_glitter_liner,0,0,51.94,6
2024-09-15,euphoria_glitter_liner,2,0,36.34,7
2024-09-16,euphoria_glitter_liner,0,0,33.73,7
2024-09-17,euphoria_glitter_liner,2,1,46.11,8
2024-09-18,euphoria_glitter_liner,1,0,42.62,7
2024-09-19,euphoria_glitter_liner,0,0,53.18,6
2024-09-20,euphoria_glitter_liner,1,0,53.1,6
2024-09-21,euphoria_glitter_liner,2,1,35.05,8
2024-09-22,euphoria_glitter_liner,2,1,36.99,8
2024-09-23,euphoria_glitter_liner,1,0,38.19,9
2024-09-24,euphoria_glitter_liner,2,0,48.29,9
2024-09-25,euphoria_glitter_liner,2,0,46.49,10
2024-09-26,euphoria_glitter_liner,1,0,31.06,11
2024-09-27,euphoria_glitter_liner,1,0,39.4,11
2024-09-28,euphoria_glitter_liner,2,1,43.87,11
2024-09-29,euphoria_glitter_liner,1,1,31.0,10
2024-09-30,euphoria_glitter_liner,1,1,39.16,10
2024-10-01,euphoria_glitter_liner,3,1,47.06,11
2024-10-02,euphoria_glitter_liner,2,0,44.87,11
2024-10-03,euphoria_glitter_liner,1,0,38.48,11
2024-10-04,euphoria_glitter_liner,1,1,43.03,11
2024-10-05,euphoria_glitter_liner,1,0,33.17,10
2024-10-06,euphoria_glitter_liner,1,0,39.53,10
2024-10-07,euphoria_glitter_liner,3,1,44.44,12
2024-10-08,euphoria_glitter_liner,2,0,38.74,11
2024-10-09,euphoria_glitter_liner,3,1,51.4,12
2024-10-10,euphoria_glitter_liner,1,1,52.96,12
2024-10-11,euphoria_glitter_liner,0,0,44.6,11
2024-10-12,euphoria_glitter_liner,1,0,47.1,11
2024-10-13,euphoria_glitter_liner,2,0,32.08,12
2024-10-14,euphoria_glitter_liner,3,1,37.65,12
2024-10-15,euphoria_glitter_liner,3,1,36.59,13
2024-10-16,euphoria_glitter_liner,1,0,56.12,11
2024-10-17,euphoria_glitter_liner,4,2,49.62,14
2024-10-18,euphoria_glitter_liner,1,1,41.3,15
2024-10-19,euphoria_glitter_liner,3,2,33.94,17
2024-10-20,euphoria_glitter_liner,2,1,34.67,17
2024-10-21,euphoria_glitter_liner,3,1,36.29,17
2024-10-22,euphoria_glitter_liner,1,1,29.59,15
2024-10-23,euphoria_glitter_liner,1,1,41.97,15
2024-10-24,euphoria_glitter_liner,2,0,40.06,13
2024-10-25,euphoria_glitter_liner,2,0,44.79,14
2024-10-26,euphoria_glitter_liner,1,1,32.66,12
2024-10-27,euphoria_glitter_liner,2,0,35.43,12
2024-10-28,euphoria_glitter_liner,2,1,46.56,11
2024-10-29,euphoria_glitter_liner,2,0,43.18,12
2024-10-30,euphoria_glitter_liner,4,1,52.0,15
2024-10-31,euphoria_glitter_liner,1,0,35.27,14
2024-11-01,euphoria_glitter_liner,1,1,45.43,13
2024-11-02,euphoria_glitter_liner,3,2,48.17,15
2024-11-03,euphoria_glitter_liner,1,0,39.07,14
2024-11-04,euphoria_glitter_liner,2,2,37.55,14
2024-11-05,euphoria_glitter_liner,2,0,46.1,14
2024-11-06,euphoria_glitter_liner,1,1,35.99,11
2024-11-07,euphoria_glitter_liner,1,0,53.57,11
2024-11-08,euphoria_glitter_liner,0,0,47.87,10
2024-11-09,euphoria_glitter_liner,1,0,39.96,8
2024-11-10,euphoria_glitter_liner,0,0,46.3,7
2024-11-11,euphoria_glitter_liner,1,0,38.06,6
2024-11-12,euphoria_glitter_liner,1,1,37.82,5
2024-11-13,euphoria_glitter_liner,0,0,54.72,4
2024-11-14,euphoria_glitter_liner,0,0,52.79,3
2024-11-15,euphoria_glitter_liner,0,0,45.37,3
2024-11-16,euphoria_glitter_liner,1,0,40.43,3
2024-11-17,euphoria_glitter_liner,2,1,31.89,5
2024-11-18,euphoria_glitter_liner,0,0,35.93,4
2024-11-19,euphoria_glitter_liner,0,0,54.74,3
2024-11-20,euphoria_glitter_liner,0,0,47.95,3
2024-11-21,euphoria_glitter_liner,0,0,51.95,3
2024-11-22,euphoria_glitter_liner,0,0,43.49,3
2024-11-23,euphoria_glitter_liner,0,0,36.59,2
2024-11-24,euphoria_glitter_liner,1,0,51.4,1
2024-11-25,euphoria_glitter_liner,0,0,24.38,1
2024-11-26,euphoria_glitter_liner,1,0,38.56,2
2024-11-27,euphoria_glitter_liner,0,0,44.34,2
2024-11-28,euphoria_glitter_liner,0,0,43.57,2
2024-11-29,euphoria_glitter_liner,0,0,54.2,2
2024-11-30,euphoria_glitter_liner,0,0,48.64,2
2024-12-01,euphoria_glitter_liner,0,0,31.81,1
2024-12-02,euphoria_glitter_liner,0,0,46.44,1
2024-12-03,euphoria_glitter_liner,0,0,41.79,0
2024-12-04,euphoria_glitter_liner,0,0,41.0,0
2024-12-05,euphoria_glitter_liner,0,0,51.66,0
2024-12-06,euphoria_glitter_liner,0,0,51.66,0
2024-12-07,euphoria_glitter_liner,0,0,46.03,0
2024-12-08,euphoria_glitter_liner,0,0,31.02,0
2024-12-09,euphoria_glitter_liner,0,0,42.62,0
2024-12-10,euphoria_glitter_liner,0,0,44.26,0
2024-12-11,euphoria_glitter_liner,1,1,38.85,1
2024-12-12,euphoria_glitter_liner,0,0,44.4,1
2024-12-13,euphoria_glitter_liner,0,0,45.18,1
2024-12-14,euphoria_glitter_liner,0,0,28.07,1
2024-12-15,euphoria_glitter_liner,0,0,42.39,1
2024-12-16,euphoria_glitter_liner,2,1,24.42,3
2024-12-17,euphoria_glitter_liner,0,0,54.63,3
2024-12-18,euphoria_glitter_liner,0,0,55.17,2
2024-12-19,euphoria_glitter_liner,0,0,41.42,2
2024-12-20,euphoria_glitter_liner,1,0,52.54,3
2024-12-21,euphoria_glitter_liner,0,0,44.69,3
2024-12-22,euphoria_glitter_liner,1,0,33.62,4
2024-12-23,euphoria_glitter_liner,2,0,43.81,4
2024-12-24,euphoria_glitter_liner,0,0,39.9,4
2024-12-25,euphoria_glitter_liner,0,0,51.05,4
2024-12-26,euphoria_glitter_liner,0,0,37.79,4
2024-12-27,euphoria_glitter_liner,0,0,51.64,3
2024-12-28,euphoria_glitter_liner,0,0,35.05,3
2024-12-29,euphoria_glitter_liner,0,0,38.68,2
2024-12-30,euphoria_glitter_liner,2,2,40.2,2
2024-12-31,euphoria_glitter_liner,0,0,41.27,2
2025-01-01,euphoria_glitter_liner,0,0,33.82,2
2025-01-02,euphoria_glitter_liner,0,0,53.64,2
2025-01-03,euphoria_glitter_liner,2,2,51.03,4
2025-01-04,euphoria_glitter_liner,0,0,48.98,4
2025-01-05,euphoria_glitter_liner,3,1,41.84,7
2025-01-06,euphoria_glitter_liner,0,0,35.95,5
2025-01-07,euphoria_glitter_liner,1,1,40.81,6
2025-01-08,euphoria_glitter_liner,0,0,47.61,6
2025-01-09,euphoria_glitter_liner,0,0,55.12,6
2025-01-10,euphoria_glitter_liner,0,0,37.25,4
2025-01-11,euphoria_glitter_liner,1,0,39.92,5
2025-01-12,euphoria_glitter_liner,0,0,38.19,2
2025-01-13,euphoria_glitter_liner,1,1,25.65,3
2025-01-14,euphoria_glitter_liner,1,0,43.39,3
2025-01-15,euphoria_glitter_liner,1,0,51.83,4
2025-01-16,euphoria_glitter_liner,0,0,54.05,4
2025-01-17,euphoria_glitter_liner,0,0,39.37,4
2025-01-18,euphoria_glitter_liner,1,0,34.41,4
2025-01-19,euphoria_glitter_liner,0,0,33.02,4
2025-01-20,euphoria_glitter_liner,0,0,42.7,3
2025-01-21,euphoria_glitter_liner,0,0,49.41,2
2025-01-22,euphoria_glitter_liner,0,0,50.83,1
2025-01-23,euphoria_glitter_liner,0,0,40.71,1
2025-01-24,euphoria_glitter_liner,0,0,44.05,1
2025-01-25,euphoria_glitter_liner,0,0,48.55,0
2025-01-26,euphoria_glitter_liner,0,0,42.9,0
2025-01-27,euphoria_glitter_liner,0,0,33.95,0
2025-01-28,euphoria_glitter_liner,0,0,47.63,0
2025-01-29,euphoria_glitter_liner,0,0,45.0,0
2025-01-30,euphoria_glitter_liner,0,0,42.05,0
2025-01-31,euphoria_glitter_liner,0,0,51.57,0
2025-02-01,euphoria_glitter_liner,0,0,35.65,0
2025-02-02,euphoria_glitter_liner,0,0,36.6,0
2025-02-03,euphoria_glitter_liner,0,0,34.53,0
2025-02-04,euphoria_glitter_liner,0,0,57.33,0
2025-02-05,euphoria_glitter_liner,0,0,54.5,0
2025-02-06,euphoria_glitter_liner,0,0,36.23,0
2025-02-07,euphoria_glitter_liner,0,0,36.22,0
2025-02-08,euphoria_glitter_liner,0,0,49.21,0
2025-02-09,euphoria_glitter_liner,0,0,36.99,0
2025-02-10,euphoria_glitter_liner,0,0,42.75,0
2025-02-11,euphoria_glitter_liner,0,0,39.91,0
2025-02-12,euphoria_glitter_liner,0,0,35.34,0
2025-02-13,euphoria_glitter_liner,0,0,46.15,0
2025-02-14,euphoria_glitter_liner,0,0,46.22,0
2025-02-15,euphoria_glitter_liner,0,0,33.44,0
2025-02-16,euphoria_glitter_liner,0,0,40.4,0
2025-02-17,euphoria_glitter_liner,0,0,31.07,0
2025-02-18,euphoria_glitter_liner,0,0,55.06,0
2025-02-19,euphoria_glitter_liner,0,0,43.66,0
2025-02-20,euphoria_glitter_liner,0,0,55.82,0
2025-02-21,euphoria_glitter_liner,0,0,35.38,0
2025-02-22,euphoria_glitter_liner,0,0,43.45,0
2025-02-23,euphoria_glitter_liner,0,0,40.52,0
2025-02-24,euphoria_glitter_liner,0,0,43.92,0
2025-02-25,euphoria_glitter_liner,0,0,51.97,0
2025-02-26,euphoria_glitter_liner,0,0,53.97,0
2025-02-27,euphoria_glitter_liner,0,0,51.4,0
2025-02-28,euphoria_glitter_liner,0,0,43.05,0
2025-03-01,euphoria_glitter_liner,0,0,37.51,0
2025-03-02,euphoria_glitter_liner,0,0,41.2,0
2025-03-03,euphoria_glitter_liner,0,0,43.08,0
2025-03-04,euphoria_glitter_liner,0,0,29.37,0
2025-03-05,euphoria_glitter_liner,0,0,38.58,0
2025-03-06,euphoria_glitter_liner,0,0,48.58,0
2025-03-07,euphoria_glitter_liner,0,0,43.65,0
2025-03-08,euphoria_glitter_liner,0,0,52.05,0
2025-03-09,euphoria_glitter_liner,0,0,47.56,0
2025-03-10,euphoria_glitter_liner,0,0,41.93,0
2025-03-11,euphoria_glitter_liner,0,0,34.54,0
2025-03-12,euphoria_glitter_liner,0,0,43.42,0
2025-03-13,euphoria_glitter_liner,0,0,52.8,0
2025-03-14,euphoria_glitter_liner,0,0,43.3,0
2025-03-15,euphoria_glitter_liner,0,0,27.88,0
2025-03-16,euphoria_glitter_liner,0,0,28.32,0
2025-03-17,euphoria_glitter_liner,0,0,36.38,0
2025-03-18,euphoria_glitter_liner,0,0,40.3,0
2025-03-19,euphoria_glitter_liner,0,0,40.22,0
2025-03-20,euphoria_glitter_liner,0,0,38.81,0
2025-03-21,euphoria_glitter_liner,0,0,39.82,0
2025-03-22,euphoria_glitter_liner,0,0,43.65,0
2025-03-23,euphoria_glitter_liner,0,0,32.22,0
2025-03-24,euphoria_glitter_liner,0,0,26.47,0
2025-03-25,euphoria_glitter_liner,0,0,53.22,0
2025-03-26,euphoria_glitter_liner,0,0,36.31,0
